 id          BX_B90           B_B90          CFHT_u  CFHT_wircam_Ks      FLAMINGOSH      FLAMINGOSJ    FLAMINGOSKs                FUV               H        H_2mass              IC             IJ          IRAC1          IRAC2          IRAC3          IRAC4          IRAS1          IRAS2          IRAS3          IRAS4          IRS16          ISAACH         ISAACKs               J         J_2mass               K            KPNOU        Ks_2mass              L            L15           L18W            L24          LSST-g          LSST-i          LSST-r          LSST-u          LSST-y          LSST-z              M          MCam_g          MCam_i          MCam_r          MCam_u         MCam_z          MIPS1          MIPS2           MIPS3            N160              N2             N3             N4            N60               NUV      PACS_blue     PACS_green        PACS_red               PLW           PLW_ext              PMW          PMW_ext       PSEUDO_H_beta      PSEUDO_H_delta     PSEUDO_H_gamma         PSEUDO_LyC          PSEUDO_Mg2              PSW          PSW_ext              RC              RJ            S11             S7            S9W         SCUBA450          SCUBA850        SUBARU_B         SUBARU_U        SUBARU_V        SUBARU_g        SUBARU_i        SUBARU_r        SUBARU_z              U35     UKIRT_WFCJ          UVIMOS           UX_B90           V_B90         WFCAM_H         WFCAM_J         WFCAM_K         WFCAM_Y        WFCAM_Z      WFIRST_106      WFIRST_129      WFIRST_158      WFIRST_184           WFI_B           WFI_H           WFI_I           WFI_J           WFI_K           WFI_R            WFI_U         WFI_U38           WFI_V           WFI_z          WISE1          WISE2          WISE3          WISE4          Wide-L         Wide-S         b_goods         g_prime         i_goods         i_prime  linefilter.H-alpha-100  linefilter.H-alpha-50  linefilter.H-alpha-75  linefilter.H-beta-100  linefilter.H-beta-125  linefilter.H-beta-75  linefilter.OIII-50  linefilter.OIII-75         r_prime          u_prime         v_goods         z_goods         z_prime             sfh.sfr  stellar.m_star 
  0   43.3359802125   42.7564801848   28.5109987439   221.312172025   197.139002392    158.65756538  221.014370406       10.492779564   199.379468669  199.707703564   95.8478774405  105.518049448  723.151148138  1551.51808541  3119.90918855  6924.54082268  10401.3441781  14132.4257315  2414.38083562  628.185667417  11374.4724181    199.65306083   220.626050246   157.730804121    158.20545787   220.574516962    26.3679470945   220.354268054  686.750758431  11865.4252462   13404.582506  14858.3451249   52.2496969764   89.8474850119   69.7081728232   26.5249044835   124.081964898   105.705870194  1819.60680355   54.2689450167   92.6737936334    69.897948917   28.0952974278  108.708645458  14687.0497641  1059.61184443   69.0673151344   62.5335250062   225.676915123  521.657028326  1510.11215284  1458.57422324     11.5753600951  996.650344642  695.544967851    67.927141967      3.9708383715     3.88632031301    6.43885304549    6.22798402691  -1.88208290605e-18  -4.34208112444e-17  1.12903756209e-17  6.11801340899e-15   1.53917013588e-17    16.9719662285    15.9375842332   73.8784651095   78.8629016926  10796.4102711   5653.9726301  8691.21500567     4.2478412041     3.27052825205   45.1299495345    25.9333729144   63.1767107817   51.3826944747   91.3426267086   70.0419508679   111.770541126    25.5189599268  159.438295363   26.9919028445    25.9789116297   63.5616125813   200.048996082   159.514205623   219.980456074   139.786291998  107.392981006   139.023594055   163.339075323   191.903119433   219.815727678   48.8538701165   200.003469858   103.749507387   158.621731861   221.186844122   73.9699042931    25.2357825032   26.5066282643   62.5923202428    110.92410629  595.522257017  1682.11046055  10540.6284705  15413.1103896   83.4189010309  968.966505319   41.9926027567   52.9280588309   92.6638400267   91.9556596758       1.99762373539e-15       1.9930032197e-15      2.00131171884e-15      6.66885935521e-17      1.49311446158e-16      1.6556598858e-17   2.33922247829e-15   2.32111314307e-15   70.2197687242    25.7392912179   66.9954005734   113.007325587   112.542117445       1753.14370994  727280851789.0 
  1   2.68839837791   2.60719714576   1.03263657976   45.9946472852   40.3880342831   30.8274753378  46.0416428415  0.000588989867195   40.8098645191  40.8164674976   16.2834754083  18.5567472537  42.5556369971  60.5935200706  98.9070154394  202.341324733  297.786750435  399.178615653  62.9245208491  8.09966856608  322.416347665    40.862178352   45.9999633557   30.5550735867   30.6424155887   45.5235330191   0.742497073688   46.0934299334  41.1345030753  336.157945882  378.880610574  419.708577366   4.23117826373   14.3357688735   9.49557930712  0.764110185799    22.649157737   18.7941020945  67.9974952549   4.53150720976   14.9810826983   9.76757692512   0.96562582231  19.4555604938  415.204618321   25.351839921   1.61663174047   1.40402481977     41.72495837  40.2439452993  60.2884189474   33.804747388   0.0333726992924  24.7084290728  7.41870529037    1.5865670747   0.0341488157283   0.0313680025581   0.108743454779   0.102552428982  -3.88220850834e-19   2.17602591675e-18  9.68216240754e-18  3.52915339554e-18  -3.59450852176e-18   0.339250646574   0.321719884551   10.6051484109   11.7331738342  308.917332452  167.442345465  251.120494731  0.0432468746676  0.00641286976148   2.87080845729   0.688543794921   6.86570320055   4.17285886346   14.7871821424   9.63694065095   20.2052643173   0.638181832043  31.0047906238  0.820784807335   0.697131679704   6.99517680382   40.9627496034   31.0280996583   45.4976651258   25.3508161212  19.2249823515   25.7398801939   31.9069491613   39.1172072377   46.4259938856   3.46120374274   40.9367634965   18.3187268198   30.8211411465   46.1874320929   10.5132726524   0.605561344897  0.755059537509   6.61223376091   19.8928271615  40.7851038865  63.4533834811  301.150979142  434.740989195   2.08101617363  17.3852258856   2.39152154674   4.40135842958   15.0621882695   14.9116395889      -3.41167671013e-17      -2.9759198231e-17     -3.31755053848e-17     -4.30549924866e-17     -3.36922017813e-17    -4.77669298418e-17   4.58528716388e-19   1.37132220772e-18   9.74415607965   0.663694844301   8.47183083723   20.3243266775   20.2477994046   5.06402832084e-16  612308797840.0 
  2   1.05737447762   1.02455442399  0.428627886207   32.2917655649   28.4827317156   20.9239662498  32.1446729037   0.00050812626506   28.9125839806  28.9763434147   9.18413321864  10.9248481926  27.6115861551  35.1821200153  54.1931324637  107.686297575  157.289414658  210.090146367  33.1743046219  4.36280843701  169.940778721   28.9677124863    32.085668402   20.7034846789   20.7949761656   31.8118394577   0.297059510556   32.1590516077  27.2264796186  177.151149768  199.512934575  220.863119183   1.76159765376   7.84154800242   4.71514173584  0.307158603289   14.0216942852   11.0765780374  38.3590349583   1.89385734888   8.29829555428   4.88561913954  0.397001488094  11.5511370596  218.486014818  13.3993427666  0.859539650924  0.747487167538   28.8269913706  25.9677963742  35.1673813728  17.8735689523  0.00562898475551  13.0504125699  4.02791638034  0.843480251113   0.0186646169206   0.0172067591431  0.0578234705753  0.0545718909134  -3.91167018579e-19   1.20838485775e-18  4.43471344711e-18  3.44967939267e-18  -1.36705169596e-18   0.179853788147   0.170471143303    5.4334864209   6.16757497659  163.095702912  89.5704890053  133.046437849  0.0234344536582  0.00416094637216   1.11081408226   0.272502867124   3.11526708203   1.72740476846   8.17191144078    4.8042378564   12.1233593112    0.24960940837   21.094322084  0.333015946547   0.276779189729   3.19968100784   29.0532574266   21.1151675205   31.6083609459   16.3114007637   11.389008383   16.6268470381   21.7865694066   27.4251442606   33.1854407303   1.36100693575    29.037503497   10.7166765774   20.9176845618   32.4340837206   5.37669157549   0.235082774298  0.302019953832   2.96607433551   11.9074776091   26.577185614  36.5396157193  158.988340471  228.792709855   1.10416443057  9.25439397227  0.915252143833   1.84178813546   8.35202811773   8.25241971876       -1.1562737316e-17     -3.46039551994e-18     -8.72541794874e-18     -1.28157287113e-17     -1.04891541916e-17    -1.25202526175e-17  -3.32760315063e-18  -2.85833610568e-19   4.87148104625   0.261229254671   4.11728681894   12.2429839234   12.1812745325   1.95442647287e-37  571390003747.0 
  3  0.636772962434  0.615991938664  0.254463484919    25.775167329   22.6361082731   16.4230227826   25.618086106  0.000483109731923   23.0113425617  23.0728605001   6.49627306266  7.91081308036  21.2195667045  26.0688104422  38.9862832729  76.3050884231  110.986070756  147.966674499  23.3858695674  3.10883279068  119.776079271   23.0626471616   25.5590708899    16.236426499   16.3187040047   25.4120092325    0.17096234019   25.6220215274  21.0310513748  124.846734046  140.554234991  155.543070212   1.10278143216   5.47210798689   3.17992870197  0.177230716818   10.4316586929   7.99968485662  28.0157953396   1.18880615166   5.82434692601   3.30438029783  0.233727412474  8.37867020427  153.866500282  9.45834106071  0.608852214597  0.529847825379   22.9336886554  19.8477066514  26.0972584882  12.6185526289  0.00241249621159  9.20895883637  2.88123691696  0.597442564217   0.0133882675521   0.0123636193661  0.0409293598377  0.0386419135228  -3.25722376998e-19   9.46132209186e-19  2.82971589558e-18  2.98803989248e-18  -8.83189450877e-19   0.127136555984   0.120469671955   3.70711879217   4.24811603231  115.054690851  63.6379890869  94.0391669012  0.0167407683436  0.00320756508455  0.664806786474      0.155869904   2.02969986956   1.07900713935    5.7325935487   3.24476193762   8.84289178305   0.141814867395  16.5684582237  0.193181715052   0.158576536398   2.09195536156   23.1376733881   16.5858825617   25.2210463204   12.4349172658  8.24319399863   12.7130651832   17.1393596872   21.7651624188   26.7508111483  0.826865437438   23.1234255146   7.72291529454    16.417670754   25.8934870645   3.66542035392   0.132850256503  0.173910032233   1.92451700112   8.67937494536   20.374466492   26.966608584   112.15372972  161.134348751  0.781274572797  6.55576513424  0.540929590725   1.15666523214   5.86523776674    5.7913141823       -6.1649202372e-18      1.29288824829e-18     -3.51168360212e-18     -7.23881566578e-18     -6.00397391035e-18    -6.72037229803e-18   -2.6141726258e-18  -2.43165471859e-19   3.29375171582   0.148833699136   2.75591213101   8.95953311453   8.90549885991   5.65534251498e-59  554825505894.0 
  4  0.370804124652  0.358318355056  0.146692825062   16.7319095897    14.747238899   10.6978257536  16.6263097541  0.000307868135239    14.997807539  15.0386026314   4.12096735929   5.0535175493  13.5399397067  16.5227106437  24.5417989313  47.9196299204  69.6470371304  92.8340867939  14.6729199122  1.95112345067     75.1547277   15.0330349967   16.5865036236   10.5735585932    10.628760739   16.5088837523  0.0964539555785   16.6284067519  13.4368600037  78.3353200338  88.1870437397  97.5864883366  0.657136193046   3.45339195769   1.97297540299  0.100169054815   6.71111855874   5.11116866049  17.6790372233  0.709307593724   3.68371913651   2.05387016119  0.134012290494  5.35859091016  96.5344655722  5.93507914805  0.382341197145   0.33274769289   14.8992625507  12.6662144478   16.541228172   7.9177670152  0.00102405797404  5.77863157254    1.808294411  0.375169423853  0.00839777900838  0.00775503249927  0.0256738620506  0.0242389848547  -2.23978708263e-19   6.61300622785e-19  1.70952784126e-18  1.87331499051e-18  -5.43696789615e-19  0.0797663552992  0.0755805977697   2.31396833157   2.66388756018  72.1956089974   39.982422851  59.0286496176  0.0105007526229  0.00201155293276   0.38563017042  0.0875386303569   1.23527501543  0.642401440993   3.62449713272    2.0148878599   5.66359742528  0.0792455315737  10.7932154317  0.109637354232  0.0891511963371   1.27597456119   15.0827893018      10.8044657   16.3854910387   8.04847688828   5.2704839672   8.23375930851   11.1642768691   14.1789061012   17.4777124318  0.484297103525   15.0734485815   4.92856071189   10.6943751375     16.80978884   2.28768068303  0.0739098502667  0.098187311526   1.16889294049   5.55774427851  12.9967023678  17.0731990965   70.377669189  101.094958156  0.490567142248  4.11383598562  0.311270418696  0.690576172484   3.71029112126   3.66248996352      -3.35676378465e-18      2.04269877695e-18     -1.39672117012e-18      -4.0364924967e-18     -3.37044330444e-18    -3.62667326527e-18   -1.7996474423e-18  -2.35045739674e-19   2.04662607776  0.0833306434461   1.70342092483   5.74270517473   5.70680965191  3.50685164478e-102  535427087571.0 
  5    26.917578033   26.6921680179   20.7352934109    124.34279044   99.2289552242   80.1899461769  125.012672259       10.342736464   100.394877295  100.535448043   50.1337233471   54.196004465  647.529648267  1466.19030749  2991.65430768  6671.00220796  10040.5012882  13660.5951972  2524.98840649  957.620059056  10993.2465125   100.557478972   124.800699664    79.385821419   79.8372967807   124.702591096    19.5511135963    123.61152829  610.595147229  11469.2740285  12962.0859424  14357.4439413   31.7077226303   50.7805136468   37.6022875897   19.6318842805   63.3478532509   53.0485239022  1727.55081046   32.8507025151   52.1636551603   36.5830460113   20.5274480625  54.6610218764  14179.3934266  1190.88236213   79.1671573952   73.8491823698   138.376011743  448.030323781  1423.86106384  1678.60377319     10.1883251639  1088.85787863  1116.45393861   77.9764773042     6.66684308161      6.5995580133    8.87169172883    8.67668172213  -6.37584753954e-19  -1.18387679448e-16  4.72140429792e-18  1.20568680113e-14   6.41765249333e-17     21.487169271     20.060971398   39.7971416851     43.37292234  10425.9485813  5443.19272802  8384.46596487    6.88794302038     6.27986054452   27.5650246332    19.3043586254    38.223375206    30.261222784   50.7163013478   37.5328161686   56.0309248656    19.0746162274  80.5405305426   19.9146696049    19.3363649285   38.3512742733   100.765261792   80.5297858293    124.81629544   74.6922184479  53.8067015031   71.8144904778   82.6836473872   97.1112377223   113.043863241   28.9535252175   100.730436597   52.4123314844   80.1740215698   123.186517298   40.6491162412    18.9167138635   19.6271848972   38.2896975524   55.9880359297  520.769006858  1593.82081015  10175.1700406  14917.9276237   90.9351542568  1299.36658993   26.3961825267   31.8759863058   51.6268846258   51.1508861997       4.23987049463e-15      4.20592820597e-15      4.24630747836e-15      7.16862386117e-16      7.50318656968e-16     6.90043021107e-16   4.58286912186e-15   4.55653903119e-15    37.316853858    19.1963157416   37.3939257952   57.2204782703    56.836194705       3678.60924112  211204332342.0 
  6   3.58345179381   3.47763663999   1.35101142449   50.6225214601   44.1842837709   34.0293273435  50.7064692796     0.023346796322   44.6267443837  44.6218758344   18.4171326437  20.8556261385  49.4128493782   73.463096084  123.028270518  254.509534316  375.634963978  504.454743055  79.9584316923  11.0373170327  407.233064411   44.6842436433   50.6625932436   33.7538305636   33.8391702334   50.1454176272   0.998058111856   50.7598147158  47.6084408449  424.618938443  478.736430556  530.409555448   5.45965818525   16.3294002494   11.2180690135   1.02372147013   25.2764775916   21.0858046964  82.9535818016    5.8339499026   17.0196089924   11.5004247483   1.27057801342  21.8017238937  524.691100709  32.4167035217    2.0696140552   1.80336491898   46.0421996726  45.9250604883  72.9129236581  43.3339251897   0.0896106134279  31.5089501439  10.3921723335   2.03148967797   0.0496644634572   0.0461825225687   0.143539562367    0.13573413466  -3.19553171107e-19   2.43990498645e-18  1.10993058426e-17  1.85498562836e-17  -5.00450208852e-18   0.440408735873   0.417290949308   12.3842706288   13.5767472793  389.705591154  210.210619416  316.362931456  0.0610575572236   0.0152713760244   3.85018515808   0.933745557931   8.44044248155   5.39832886603   16.8142189685   11.3660231765   22.5982406512   0.873239118241  34.2045434625   1.09147359453   0.943710723305   8.57202004611   44.7935162942   34.2282786911   50.1465803371   28.2776206305  21.5382957907    28.661341637   35.1678571593   42.8321879367   50.9120296091   4.60086111392   44.7633936298   20.5913982801   34.0228459092    50.828087784   12.2793716666   0.834189644497   1.01333434928   8.17317808367   22.2756912086  46.8333048762   77.239923739  379.986602124  549.455589081   2.65138722912  22.7999644178   3.23289290059   5.66148955635   17.1080501403   16.9470798859      -4.01301654479e-17     -3.91547737049e-17     -4.10468856425e-17     -6.25592001081e-17     -4.78057116662e-17    -7.26132995106e-17   1.06800908382e-17    8.0756194492e-18   11.4780574642    0.90393697466    10.126169657   22.7453253723   22.6593095732       4.58103504356  621953045998.0 
  7   1.18822570281    1.1516567733  0.480839444169   33.5238918173   29.6115790666   21.8663372137  33.3879266726  0.000493764479393   30.0447670978  30.1061736443   9.87228689739  11.6601828402  29.0381766841  37.4337012909  58.1207377579  115.954756511  169.549461732   226.57559087  35.7657125299  4.68455321332   183.23996192   30.0993969677   33.3304247613    21.640967015   21.7328528421   33.0283499768   0.335406475125   33.4045020241  28.5773786381  191.019245083  215.153030362  238.198589984    1.9622747776   8.46658392225   5.14513197703  0.346571605495   14.8380167298   11.8257504433  40.9711830178    2.1083110746   8.94374721157   5.32697875611  0.446111033707  12.3141300398  235.636142229   14.439464816  0.925414910704  0.804583274111   29.9662049122  27.2928437704  37.4027608396  19.2593629433  0.00710618949628  14.0653403041  4.31840217885  0.908134986721   0.0199815797525   0.0184082292158  0.0622315615633  0.0587236403509    -3.941034789e-19   1.28372178088e-18  4.89772519782e-18  3.38327217118e-18  -1.52213863671e-18    0.19369066303   0.183602485127   5.90823627568   6.68694419345   175.81960306  96.3805606282  143.354595188  0.0251292604814  0.00432105147556   1.25062910568   0.308154018584   3.43294676667   1.92542837411   8.80986963049   5.24017281041   12.8979672565   0.282755111045   22.039393568  0.375238250483   0.312841118992   3.52275574322   30.1857906499   22.0606586359   32.8305954619   17.1740411186  12.1473363464   17.4905339294    22.749194899   28.5305406735    34.367182659   1.52764646729   30.1698180638   11.4522505062   21.8599790976   33.6681096927   5.84823194171   0.266595427164  0.341030335878   3.27265212753    12.676996952  27.9251379181  38.9198660261  171.392769909  246.747348727    1.1892250927  9.95906359869   1.03291280939   2.05004942513   9.00030823473   8.89508116596      -1.33732657607e-17      -5.5068934698e-18      -1.0615865587e-17     -1.48081951195e-17     -1.20633217044e-17    -1.46927627032e-17  -3.25828423245e-18  -2.13332126973e-19   5.31191527438   0.295660605286   4.50283163866   13.0199780573   12.9568010566    0.00041616552529  575982444311.0 
  8  0.689291972023  0.667154364714  0.277666397194   26.1123414295   22.9768302095   16.7256361362  25.9570097712  0.000498274759368   23.3511152914  23.4118772383   6.74034822474  8.17444774786  21.6679475696  26.8344737613  40.3942579575  79.3218495276  115.481689599  154.033806111  24.3434093858  3.23418791715  124.666494534   23.4019443333   25.8991448774   16.5383343356   16.6204050014   25.7408333138   0.188161028092   25.9624429497   21.459103213  129.946846812  146.308978369  161.923267663    1.1806185708    5.6935933758   3.33853706865  0.194952460223   10.7286069116    8.2703262497  28.9133347543   1.27164203977    6.0527398748    3.4666474821  0.255689070681  8.65527888365  160.178262354  9.84442811742  0.633328729217  0.551114212518   23.2549530234  20.2748175668   26.851511957  13.1338949283  0.00277774380972   9.5849540209  2.99695219558  0.621468684348   0.0139293110883   0.0128624363248  0.0426046614336  0.0402230304222   -3.3423810912e-19   9.64170174829e-19  3.02657656101e-18  3.08897000228e-18   -9.3351080063e-19   0.132330292535   0.125395389972   3.88020499491   4.43565377013  119.720330082  66.1147184075  97.8099185794  0.0174199693776  0.00332853326283  0.720628355553   0.171790247326     2.150208642   1.15586819327   5.95841720869    3.4052773601   9.12745412569   0.156528588389  16.8716050707  0.212252979537   0.174716733375   2.21414420035   23.4767987767   16.8891474142   25.5502151677   12.7303385868  8.51967095383   13.0090663011    17.446592257   22.1017108988   27.0821306351  0.892359695584   23.4626488112   7.98700583399   16.7202565011   26.2329302654   3.83750366052   0.146838211046   0.19134426701    2.0409587352   8.95852289238  20.8070135306  27.7842082722  116.705232169  167.742822308   0.81276818472  6.82229584032  0.588626587328   1.23724120424   6.09450699556   6.01874541885      -6.85182314376e-18      6.35268947244e-19     -4.20981358233e-18     -7.87786819543e-18     -6.51409275265e-18    -7.39949167086e-18  -2.71437908655e-18  -2.45769787529e-19   3.45571650267   0.164197695908   2.89885309491   9.24106425464   9.18726508718   2.83455542609e-08  557025995395.0 
  9  0.383182496673  0.370316744298  0.151795062296   17.0988423671   15.0774272363   10.9392237405  16.9908323226  0.000314006705376   15.3328358863  15.3745459162   4.22692451895  5.18060564492  13.8590960425  16.9244764154  25.1670389298  49.1670050136  71.4711815449  95.2734473283  15.0587942548  2.00301857035  77.1273343759   15.3686276369   16.9504307197   10.8124230869   10.8686762781   16.8685088313  0.0999908064166   16.9930271986  13.7539467574  80.3916924614  90.5034222315  100.150965219  0.677716218616   3.54357557463   2.02770696117   0.10382839009   6.87604584826    5.2401545957  18.1168432228  0.731430600684   3.77922258238   2.11052768573  0.138742675655  5.49344228621  99.0713006595   6.0912554757  0.392367515524  0.341476278307   15.2247037884  12.9667356208  16.9428441192   8.1262540168   0.0010798654809  5.93061160405   1.8566305594  0.385008872347  0.00862444005337  0.00796481735727  0.0263545524586  0.0248819528743  -2.29271010064e-19   6.75038335642e-19   1.7619884464e-18  1.93510161163e-18  -5.59063866767e-19  0.0818725857276  0.0775763634208   2.37684905371    2.7351204427  74.0870217357  41.0191355314  60.5706591141   0.010782631126  0.00207083484173  0.398618643149  0.0907791054512   1.27170198591  0.662576521502   3.71854966747   2.07062548947   5.80586930648  0.0822091101887   11.036665302  0.113609284266  0.0924442247118    1.3133510685   15.4193157734   11.0481734581   16.7417428669   8.23813194488  5.40351612929   8.42692892133   11.4157907018   14.4965155406   17.8564957732  0.500189978773   15.4098377527   5.05313240607   10.9356948438   17.1785423717   2.34991053708  0.0766998500772  0.101781177379   1.20357728233   5.69691539237  13.3055927756  17.4912440118  72.2218727402  103.751582966  0.503426777892  4.22257297863  0.321987378436  0.712089821532   3.80640860717   3.75746678523      -3.48455573375e-18      2.01725335211e-18     -1.49182506423e-18      -4.1793769719e-18     -3.48784044928e-18    -3.76476972443e-18  -1.84471321144e-18  -2.36670709709e-19   2.10312326111  0.0864358548247   1.75123539915   5.88587502491   5.84934508904   9.73872239689e-17  536623367561.0 
